Account Name,nsbi_sector,Deal Type,NSBI Financial Contribution (Commitment/Announced),Place Name,nsbi_county,PostalCode,fiscal year,Longitude,Latitude,New Georeferenced Column
STEPHANIE LUMMIS UX CONSULTING,Business Services,DAP,4872,Halifax,Halifax Regional Municipality,B3M4G8,2020 - 2021,-63.66525,44.668315,POINT (-63.66525 44.668315)
Stevens Solutions & Design Inc.,Advanced Manufacturing,DAP,2750,Mahone Bay,Lunenburg,B0J2E0,2020 - 2021,-64.307402,44.308292,POINT (-64.307402 44.308292)
Stones Pharmasave,Life Sciences,PIVP,15000,Baddeck,Victoria,B0E1B0,2020 - 2021,-61.299174,46.234036,POINT (-61.299174 46.234036)
Stujoy Enterprises Inc.,Other,DAP,10000,Halifax,Halifax Regional Municipality,B3L4P1,2020 - 2021,-63.617539,44.64651,POINT (-63.617539 44.64651)
Sturgewood Industries Ltd,Business Services,BDP,5750,Halifax,Halifax Regional Municipality,B3K0G7,2020 - 2021,-63.6052278,44.6587993,POINT (-63.6052278 44.6587993)
Success Through Trust Inc.,Business Services,BDP,6000,Halifax,Halifax Regional Municipality,B3L2H3,2020 - 2021,-63.626126,44.648102,POINT (-63.626126 44.648102)
Success Through Trust Inc.,Business Services,DAP,4100,Halifax,Halifax Regional Municipality,B3L2H3,2020 - 2021,-63.626126,44.648102,POINT (-63.626126 44.648102)
Sugar Moon Farm,Agri-food,DAP,4750,Tatamagouche,Colchester,B0K1V0,2020 - 2021,-62.634014,45.608086,POINT (-62.634014 45.608086)
Sunday Silence Coffee Co. Artisan Coffee Roaster & Espresso Inc.,Other,DAP,10000,Mahone Bay,Lunenburg,B0J2E0,2020 - 2021,-64.307402,44.308292,POINT (-64.307402 44.308292)
SureShot Solutions,Advanced Manufacturing,IRP,349250,Lower Sackville,Halifax Regional Municipality,B4C4H2,2020 - 2021,-63.65557277,44.75522879,POINT (-63.65557277 44.75522879)
Sustainable Fish Farming Canada Ltd.,Fish & Seafood Processing,BDP,11482,Dartmouth,Hants,B3B1C5,2020 - 2021,-63.600063,44.701538,POINT (-63.600063 44.701538)
Swain Chartered Professional Accountants Inc.,Finance & Insurance,BDP,15000,Bridgewater,Lunenburg,B4V2S7,2020 - 2021,-64.51750005,44.38259759,POINT (-64.51750005 44.38259759)
Swain Chartered Professional Accountants Inc.,Finance & Insurance,DAP,10000,Bridgewater,Lunenburg,B4V2S7,2020 - 2021,-64.51750005,44.38259759,POINT (-64.51750005 44.38259759)
SWEET EARTH FARM,Agri-food,DAP,2250,Tatamagouche,Colchester,B0K1V0,2020 - 2021,-62.634014,45.608086,POINT (-62.634014 45.608086)
SWEETWOOD FARM,Agri-food,DAP,8750,Block House,Hants,B0J1E0,2020 - 2021,-64.474461,44.420909,POINT (-64.474461 44.420909)
Swept Technologies Inc.,ICT (includes Digital Media),BDP,15000,Halifax,Halifax Regional Municipality,B3H1B2,2020 - 2021,-63.575502,44.624316,POINT (-63.575502 44.624316)
Symplicity Organizational Designs,Business Services,DAP,10000,Bedford,Halifax Regional Municipality,B4A1G1,2020 - 2021,-63.655361,44.73461,POINT (-63.655361 44.73461)
Synergy Physio Pilates Ltd.,Other,DAP,10000,Bedford,Halifax Regional Municipality,B4A3Z4,2020 - 2021,-63.689293,44.711115,POINT (-63.689293 44.711115)
Takaya Technology Inc.,Life Sciences,BDP,15000,Halifax,Halifax Regional Municipality,B3K0B9,2020 - 2021,-63.5923843,44.6514333,POINT (-63.5923843 44.6514333)
Talem Health Analytics Inc,Life Sciences,PIVP,15000,Sydney,Cape Breton,B1P1E1,2020 - 2021,-60.19471637,46.13814776,POINT (-60.19471637 46.13814776)
Talkatoo Inc.,ICT (includes Digital Media),BDP,15000,Halifax,Halifax Regional Municipality,B3J3K5,2020 - 2021,-63.572554,44.644489,POINT (-63.572554 44.644489)
Talkatoo Inc.,ICT (includes Digital Media),DAP,10000,Halifax,Halifax Regional Municipality,B3J3K5,2020 - 2021,-63.572554,44.644489,POINT (-63.572554 44.644489)
Talkatoo Inc.,ICT (includes Digital Media),EGP,6926,Halifax,Halifax Regional Municipality,B3J3K5,2020 - 2021,-63.572554,44.644489,POINT (-63.572554 44.644489)
TALLULAH FREELOVE,Clothing & Textiles,DAP,5500,Bridgetown,Annapolis,B0S1C0,2020 - 2021,-65.44272,44.764216,POINT (-65.44272 44.764216)
Tapnbe Inc.,ICT (includes Digital Media),DAP,5000,Dominion,Cape Breton,B1G1W3,2020 - 2021,-60.023941,46.20876,POINT (-60.023941 46.20876)
Tate Engineering Incorporated,Engineering & Professional,DAP,1465,Fall River,Halifax Regional Municipality,B2T0T4,2020 - 2021,-63.6163578,44.8155077,POINT (-63.6163578 44.8155077)
Telcovision Group Ltd.,ICT (includes Digital Media),DAP,4650,Halifax,Halifax Regional Municipality,B3S1P2,2020 - 2021,-63.67048201,44.65855259,POINT (-63.67048201 44.65855259)
THAI STYLE FASHION,Clothing & Textiles,DAP,3000,Bridgewater,Lunenburg,B4V1K6,2020 - 2021,-64.5129,44.362957,POINT (-64.5129 44.362957)
The 7 Virtues Beauty Inc.,Advanced Manufacturing,BDP,30000,Bedford,Halifax Regional Municipality,B4B0R8,2020 - 2021,-63.6993116,44.7027634,POINT (-63.6993116 44.7027634)
The 7 Virtues Beauty Inc.,Advanced Manufacturing,DAP,10000,Bedford,Halifax Regional Municipality,B4B0R8,2020 - 2021,-63.6993116,44.7027634,POINT (-63.6993116 44.7027634)
THE 7 VIRTUES COMMUNICATIONS GROUP,Business Services,DAP,10000,Bedford,Halifax Regional Municipality,B4B0R8,2020 - 2021,-63.6993116,44.7027634,POINT (-63.6993116 44.7027634)
The Allen Print,Other,DAP,10000,Dartmouth,Halifax Regional Municipality,B3B1R8,2020 - 2021,-63.601274,44.711032,POINT (-63.601274 44.711032)
THE CURIOUS COLLECTOR,Creative Industries,DAP,3250,River Denys,Inverness,B0E2Y0,2020 - 2021,-61.012528,45.804503,POINT (-61.012528 45.804503)
The Fitness Room,Other,DAP,1059,Halifax,Halifax Regional Municipality,B3P2R3,2020 - 2021,-63.616512,44.628708,POINT (-63.616512 44.628708)
THE FRENCH DOCTOR FRENCH LANGUAGE CENTRE,Business Services,DAP,1900,Halifax,Halifax Regional Municipality,B3L1M3,2020 - 2021,-63.612701,44.645752,POINT (-63.612701 44.645752)
The Golden Girl's Private Homecare Services Ltd.,Other,DAP,5500,Glace Bay,Cape Breton,B1A6L2,2020 - 2021,-59.94994247,46.19324383,POINT (-59.94994247 46.19324383)
THE PERFORMANCE VIEW BUSINESS SOLUTIONS,Business Services,DAP,2555,Dartmouth,Halifax Regional Municipality,B2Y3M8,2020 - 2021,-63.556026,44.665125,POINT (-63.556026 44.665125)
The Shaw Group Limited,Advanced Manufacturing,IRP,265500,Lantz,Hants,B2S1M9,2020 - 2021,-63.48261499,44.98739372,POINT (-63.48261499 44.98739372)
The Soap Company of Nova Scotia Ltd.,Advanced Manufacturing,DAP,9472,Sherbrooke,Guysborough,B0J3C0,2020 - 2021,-62.026841,45.193706,POINT (-62.026841 45.193706)
The Spindrift Brewing Company Limited,Agri-food,BDP,5000,Dartmouth,Halifax Regional Municipality,B3B1Z4,2020 - 2021,-63.587502,44.711855,POINT (-63.587502 44.711855)
The Suitor Clothing Company Limited,Clothing & Textiles,DAP,10000,Halifax,Halifax Regional Municipality,B3J3R4,2020 - 2021,-63.578668,44.642715,POINT (-63.578668 44.642715)
The Tea Brewery,Agri-food,DAP,3665,Mahone Bay,Lunenburg,B0J2E0,2020 - 2021,-64.307402,44.308292,POINT (-64.307402 44.308292)
The Tema Foundation,ICT (includes Digital Media),BDP,15000,Halifax,Halifax Regional Municipality,B3H1E3,2020 - 2021,-63.577982,44.626684,POINT (-63.577982 44.626684)
Tidal League Incorporated,ICT (includes Digital Media),DAP,7500,Halifax,Halifax Regional Municipality,B3J0E4,2020 - 2021,-63.5740431,44.6463114,POINT (-63.5740431 44.6463114)
Tidal League Incorporated,ICT (includes Digital Media),EGP,7000,Halifax,Halifax Regional Municipality,B3J0E4,2020 - 2021,-63.5740431,44.6463114,POINT (-63.5740431 44.6463114)
Tightline Anchor Inc.,Advanced Manufacturing,BDP,8862,Antigonish,Antigonish,B2G2S6,2020 - 2021,-62.003471,45.627898,POINT (-62.003471 45.627898)
Tightline Anchor Inc.,Advanced Manufacturing,DAP,3050,Antigonish,Antigonish,B2G2S6,2020 - 2021,-62.003471,45.627898,POINT (-62.003471 45.627898)
Titan Maritime Ltd.,Transportation & Logistics,BDP,9200,Mahone Bay,Lunenburg,B0J2E0,2020 - 2021,-64.307402,44.308292,POINT (-64.307402 44.308292)
Tony's Meats Ltd.,Agri-food,BDP,2500,Antigonish,Antigonish,B2G2L2,2020 - 2021,-61.944846,45.654903,POINT (-61.944846 45.654903)
Tony's Meats Ltd.,Agri-food,DAP,6500,Antigonish,Antigonish,B2G2L2,2020 - 2021,-61.944846,45.654903,POINT (-61.944846 45.654903)
Totally Raw Natural Dog Food Inc.,Agri-food,BDP,15000,Dartmouth,Halifax Regional Municipality,B3B1Y5,2020 - 2021,-63.596434,44.696467,POINT (-63.596434 44.696467)
TOWN STUDIO,ICT (includes Digital Media),DAP,10000,Halifax,Halifax Regional Municipality,B3J3L8,2020 - 2021,-63.577962,44.648999,POINT (-63.577962 44.648999)
Toy Maker of Lunenburg - WoodChaCallIt Toy and Wood Crafters,Advanced Manufacturing,DAP,3125,Hatchet Lake,Halifax Regional Municipality,B3T1P7,2020 - 2021,-63.729792,44.56335,POINT (-63.729792 44.56335)
TRAINING FIRST CONSULTING,Business Services,DAP,1035,Fall River,Halifax Regional Municipality,B2T1J5,2020 - 2021,-63.605941,44.808796,POINT (-63.605941 44.808796)
Tranquility Online Inc.,ICT (includes Digital Media),BDP,15000,Halifax,Halifax Regional Municipality,B3J3K5,2020 - 2021,-63.572554,44.644489,POINT (-63.572554 44.644489)
Tranquility Online Inc.,ICT (includes Digital Media),DAP,10000,Halifax,Halifax Regional Municipality,B3J3K5,2020 - 2021,-63.572554,44.644489,POINT (-63.572554 44.644489)
Tri-Star Industries Limited,Advanced Manufacturing,BDP,7500,Yarmouth,Yarmouth,B5A4B4,2020 - 2021,-66.118319,43.842674,POINT (-66.118319 43.842674)
Trust Communications Inc.,ICT (includes Digital Media),DAP,6250,Halifax,Halifax Regional Municipality,B3L2Y8,2020 - 2021,-63.605235,44.645781,POINT (-63.605235 44.645781)
Turbulent Research Inc,Oceans Technology,BDP,13950,Dartmouth,Halifax Regional Municipality,B2Y4T5,2020 - 2021,-63.556475,44.661861,POINT (-63.556475 44.661861)
TURNING POINT CURLING SCHOOL,Business Services,DAP,2800,Afton Station,Antigonish,B0H1A0,2020 - 2021,-61.744775,45.60221,POINT (-61.744775 45.60221)
Twirp Communications Inc.,Business Services,DAP,10000,Bedford,Halifax Regional Municipality,B4A2Y9,2020 - 2021,-63.650099,44.739871,POINT (-63.650099 44.739871)
Umame Inc.,Clothing & Textiles,DAP,4585,Halifax,Halifax Regional Municipality,B3M2M1,2020 - 2021,-63.664574,44.706693,POINT (-63.664574 44.706693)
Vanity Fashions Limited,Clothing & Textiles,DAP,6071,Dartmouth,Halifax Regional Municipality,B3B1Z6,2020 - 2021,-63.585928,44.715106,POINT (-63.585928 44.715106)
Velsoft Training Materials Inc.,ICT (includes Digital Media),DAP,9792,New Glasgow,Pictou,B2H2P8,2020 - 2021,-62.64523,45.587057,POINT (-62.64523 45.587057)
Venor Recruitment Limited,Business Services,DAP,7943,Halifax,Halifax Regional Municipality,B3J3M8,2020 - 2021,-63.5727,44.647395,POINT (-63.5727 44.647395)
Venor Recruitment Limited,Business Services,EGP,4605,Halifax,Halifax Regional Municipality,B3J3M8,2020 - 2021,-63.5727,44.647395,POINT (-63.5727 44.647395)
Verge Technologies Inc.,ICT (includes Digital Media),BDP,9520,Dartmouth,Halifax Regional Municipality,B3B 1K8,2020 - 2021,-63.6131384,44.7072312,POINT (-63.6131384 44.7072312)
VIBRANT LEADERS,Business Services,DAP,2475,Stillwater Lake,Halifax Regional Municipality,B3Z1R1,2020 - 2021,-63.810954,44.684477,POINT (-63.810954 44.684477)
Virtira Consulting Inc.,ICT (includes Digital Media),BDP,29850,Chester,Lunenburg,B0J1J0,2020 - 2021,-64.225079,44.560562,POINT (-64.225079 44.560562)
VIRTUALLY CONNECTED SOLUTIONS NS,Business Services,DAP,1000,Halifax,Halifax Regional Municipality,B3M3Y7,2020 - 2021,-63.653935,44.66328,POINT (-63.653935 44.66328)
Vitis Vine Services,Agri-food,PIVP,25000,Kentville,Kings,B4N1N7,2020 - 2021,-64.519341,45.075225,POINT (-64.519341 45.075225)
WarrierTech Inc.,ICT (includes Digital Media),DAP,10000,Bedford,Halifax Regional Municipality,B4B0H8,2020 - 2021,-63.7074635,44.7211244,POINT (-63.7074635 44.7211244)
Wattpad Corp.,ICT (includes Digital Media),PRB,1310540,Halifax,Halifax Regional Municipality,B3J 3K5,2020 - 2021,-63.5740723,44.64437,POINT (-63.5740723 44.64437)
WAXTHATTAT INC.,Other,DAP,10000,New Glasgow,Pictou,B2H3S4,2020 - 2021,-62.641997,45.576426,POINT (-62.641997 45.576426)
Westgate Executive Branding and Career Consulting,Business Services,DAP,3350,Dartmouth,Halifax Regional Municipality,B2Y3V9,2020 - 2021,-63.542523,44.665079,POINT (-63.542523 44.665079)
Whalesong Group Inc.,ICT (includes Digital Media),DAP,10000,Dartmouth,Halifax Regional Municipality,B2X3T2,2020 - 2021,-63.540177,44.704266,POINT (-63.540177 44.704266)
Wild Wines & Spirits,Agri-food,DAP,8500,Kingston,Kings,B0P1R0,2020 - 2021,-64.720682,45.074551,POINT (-64.720682 45.074551)
Winstorm Presents Inc,Business Services,PIVP,15000,Dartmouth,Halifax Regional Municipality,B2Y4M9,2020 - 2021,-63.542698,44.660305,POINT (-63.542698 44.660305)
World Link Food Distributors Inc.,Fish & Seafood Processing,DAP,10000,Enfield,Halifax Regional Municipality,B2T1K3,2020 - 2021,-63.52380855,44.8796973,POINT (-63.52380855 44.8796973)
Wrought Iron Brewing Company Limited (Operating as Good Robot),Agri-food,BDP,22500,Halifax,Halifax Regional Municipality,B3K4P2,2020 - 2021,-63.597489,44.656466,POINT (-63.597489 44.656466)
Wrought Iron Brewing Company Limited (Operating as Good Robot),Agri-food,DAP,5000,Halifax,Halifax Regional Municipality,B3K4P2,2020 - 2021,-63.597489,44.656466,POINT (-63.597489 44.656466)
Wrought Iron Brewing Company Limited (Operating as Good Robot),Agri-food,IRP,499824,Elmsdale,Hants,B3K4P2,2020 - 2021,-63.51102,44.97591,POINT (-63.51102 44.97591)
XK HOLDINGS INC.,Business Services,DAP,7226,Bedford,Halifax Regional Municipality,B4A0H4,2020 - 2021,-63.6881885,44.7010498,POINT (-63.6881885 44.7010498)
YOUR BRILLIANT MIND,Other,DAP,1814,Cole Harbour,Halifax Regional Municipality,B2V2V6,2020 - 2021,-63.472627,44.664563,POINT (-63.472627 44.664563)
Your Restoration Coach Ltd.,Business Services,DAP,10000,Bedford,Halifax Regional Municipality,B4B0T7,2020 - 2021,-63.7021389,44.704511,POINT (-63.7021389 44.704511)
Zenith Physio Pilates Ltd.,Other,DAP,10000,Mahone Bay,Lunenburg,B0J2E0,2020 - 2021,-64.307402,44.308292,POINT (-64.307402 44.308292)
Zmely Inc.,ICT (includes Digital Media),BDP,15000,Halifax,Halifax Regional Municipality,B3J0C5,2020 - 2021,-63.5806877,44.649618,POINT (-63.5806877 44.649618)
Zmely Inc.,ICT (includes Digital Media),DAP,10000,Halifax,Halifax Regional Municipality,B3J0C5,2020 - 2021,-63.5806877,44.649618,POINT (-63.5806877 44.649618)
Zoomers Physiotherapy and Health Solutions,Other,DAP,4250,Halifax,Halifax Regional Municipality,B3S0B9,2020 - 2021,-63.6851302,44.658753,POINT (-63.6851302 44.658753)
Ashored Inc.,Oceans Technology,EDP 1,7935,Bedford,Halifax Regional Municipality,B4A 2T3,2021 - 2022,-63.647648,44.737674,POINT (-63.647648 44.737674)
10380008 Canada Inc. (operating as MobSquad),ICT (includes Digital Media),PRB,1060200,Halifax,Halifax Regional Municipality,B3J 0J2,2021 - 2022,-63.572012,44.648659,POINT (-63.572012 44.648659)
10432423 Canada Limited,ICT (includes Digital Media),EDP2,10900,Halifax,Halifax Regional Municipality,B3J 3M8,2021 - 2022,-63.572656,44.647197,POINT (-63.572656 44.647197)
10432423 Canada Limited,ICT (includes Digital Media),EDP3,9035,Halifax,Halifax Regional Municipality,B3J 3M8,2021 - 2022,-63.572656,44.647197,POINT (-63.572656 44.647197)
10432423 Canada Limited,ICT (includes Digital Media),EDP2,9600,Halifax,Halifax Regional Municipality,B3J 3M8,2021 - 2022,-63.572656,44.647197,POINT (-63.572656 44.647197)
11746847 Canada Limited,ICT (includes Digital Media),EDP 1,5600,Halifax,Halifax Regional Municipality,B3S 1E4,2021 - 2022,-63.665882,44.663368,POINT (-63.665882 44.663368)
11858696 Canada Limited,Life Sciences,PIVP,25000,Middleton,Annapolis,B0S1P0,2021 - 2022,-59.943222,46.186489,POINT (-59.943222 46.186489)
11979787 Canada Inc.,Life Sciences,PIVP,15000,Sydney,Cape Breton,B1S3L8,2021 - 2022,-60.217476,46.095624,POINT (-60.217476 46.095624)
1250657 BC Ltd.,Business Services,EDP2,2531,Port Hood,Inverness,B0E 2W0,2021 - 2022,-61.49343049,46.030975,POINT (-61.49343049 46.030975)
1250657 BC Ltd.,Business Services,EDP3,18414,Port Hood,Inverness,B0E 2W0,2021 - 2022,-61.49343049,46.030975,POINT (-61.49343049 46.030975)
1924345 Ontario Inc. (doing business as FreshBooks),ICT (includes Digital Media),PRB,888000,Province-wide,Halifax Regional Municipality,B3J3K8,2021 - 2022,-63.574968,44.6489,POINT (-63.574968 44.6489)
3043176 Nova Scotia Limited,ICT (includes Digital Media),EDP 1,2245,Dartmouth,Halifax Regional Municipality,B3B 0K4,2021 - 2022,-63.606128,44.709007,POINT (-63.606128 44.709007)
3043176 Nova Scotia Limited,ICT (includes Digital Media),EDP2,3750,Dartmouth,Halifax Regional Municipality,B3B 0K4,2021 - 2022,-63.606128,44.709007,POINT (-63.606128 44.709007)
3131891 Nova Scotia Limited,Business Services,EDP3,8500,truro,Colchester,B2N 1X6,2021 - 2022,-63.285488,45.361017,POINT (-63.285488 45.361017)
3186232 Nova Scotia Limited,Business Services,EDP3,12750,Halifax,Halifax Regional Municipality,B3K2R8,2021 - 2022,-63.613109,44.665233,POINT (-63.613109 44.665233)
3186232 Nova Scotia Limited,Business Services,EDP2,9760,Halifax,Halifax Regional Municipality,B3K2R8,2021 - 2022,-63.613109,44.665233,POINT (-63.613109 44.665233)
3231974 Nova Scotia Limited,Fish & Seafood Processing,EDP2,6600,Eastern Passage,Halifax Regional Municipality,B3G 1M4,2021 - 2022,-63.501262,44.617576,POINT (-63.501262 44.617576)
3264640 Nova Scotia Limited operating as Pure and Natural Paint Coatings,Advanced Manufacturing,EDP2,22012,Windsor,Hants,B0N2T0,2021 - 2022,-64.109657,44.961737,POINT (-64.109657 44.961737)
3264640 Nova Scotia Limited operating as Pure and Natural Paint Coatings,Advanced Manufacturing,EDP3,7164,Windsor,Hants,B0N2T0,2021 - 2022,-64.109657,44.961737,POINT (-64.109657 44.961737)
3268114 Nova Scotia Limited,Other,EDP2,24500,Halifax,Halifax Regional Municipality,B3S 0B9,2021 - 2022,-63.671556,44.638546,POINT (-63.671556 44.638546)
3268114 Nova Scotia Limited,Other,EDP3,5500,Halifax,Halifax Regional Municipality,B3S 0B9,2021 - 2022,-63.671556,44.638546,POINT (-63.671556 44.638546)
3284906 Nova Scotia Limited,Agri-food,EDP3,14225,New Glasgow,Pictou,B2H 2P5,2021 - 2022,-62.644484,45.589099,POINT (-62.644484 45.589099)
3284906 Nova Scotia Limited,Agri-food,EDP3,15000,New Glasgow,Pictou,B2H 2P5,2021 - 2022,-62.644484,45.589099,POINT (-62.644484 45.589099)
3289092 Nova Scotia Limited,Advanced Manufacturing,EDP3,15000,Dartmouth,Halifax Regional Municipality,B3B 1G6,2021 - 2022,-63.603171,44.699057,POINT (-63.603171 44.699057)
3316791 Nova Scotia Limited,Life Sciences,EDP 1,8625,Tusket,Yarmouth,B0W 3M0,2021 - 2022,-65.971539,43.864091,POINT (-65.971539 43.864091)
3316791 Nova Scotia Limited,Life Sciences,EDP2,16800,Tusket,Yarmouth,B0W 3M0,2021 - 2022,-65.971539,43.864091,POINT (-65.971539 43.864091)
3316791 Nova Scotia Limited,Life Sciences,EDP3,6575,Tusket,Yarmouth,B0W 3M0,2021 - 2022,-65.971539,43.864091,POINT (-65.971539 43.864091)
3316791 Nova Scotia Limited,Life Sciences,EDP2,13200,Tusket,Yarmouth,B0W 3M0,2021 - 2022,-65.971539,43.864091,POINT (-65.971539 43.864091)
3rdi Laboratory Incorporated,ICT (includes Digital Media),EDP 1,9200,Halifax,Halifax Regional Municipality,B3J 3K5,2021 - 2022,-63.572526,44.64422,POINT (-63.572526 44.64422)
3rdi Laboratory Incorporated,ICT (includes Digital Media),EDP 1,5050,Halifax,Halifax Regional Municipality,B3J 3K5,2021 - 2022,-63.572526,44.64422,POINT (-63.572526 44.64422)
3rdi Laboratory Incorporated,ICT (includes Digital Media),EDP3,15500,Halifax,Halifax Regional Municipality,B3J 3K5,2021 - 2022,-63.572526,44.64422,POINT (-63.572526 44.64422)
4316005 Nova Scotia Limited,Finance & Insurance,EDP 1,3400,Halifax,Halifax Regional Municipality,B3P 1V5,2021 - 2022,-63.606111,44.628623,POINT (-63.606111 44.628623)
4349078 Nova Scotia Limited,Business Services,EDP2,30000,Middle Sackville,Halifax Regional Municipality,B2Y 4B8,2021 - 2022,-63.744778,44.776835,POINT (-63.744778 44.776835)
9909460 Canada Ltd.,Clothing & Textiles,EDP2,5000,Halifax,Halifax Regional Municipality,B3H 1P2,2021 - 2022,-63.590313,44.633217,POINT (-63.590313 44.633217)
9909460 Canada Ltd.,Clothing & Textiles,EDP3,20112,Halifax,Halifax Regional Municipality,B3H 1P2,2021 - 2022,-63.590313,44.633217,POINT (-63.590313 44.633217)
9909460 Canada Ltd.,Clothing & Textiles,EDP 1,900,Halifax,Halifax Regional Municipality,B3H 1P2,2021 - 2022,-63.590313,44.633217,POINT (-63.590313 44.633217)
A. C. Dispensing Equipment Incorporated,Advanced Manufacturing,EDP 1,9500,Lower Sackville,Halifax Regional Municipality,B4C 4H2,2021 - 2022,-63.651915,44.757768,POINT (-63.651915 44.757768)
A. C. Dispensing Equipment Incorporated,Advanced Manufacturing,EDP 1,1900,Lower Sackville,Halifax Regional Municipality,B4C 4H2,2021 - 2022,-63.651915,44.757768,POINT (-63.651915 44.757768)
A. C. Dispensing Equipment Incorporated,Advanced Manufacturing,EDP 1,1100,Lower Sackville,Halifax Regional Municipality,B4C 4H2,2021 - 2022,-63.651915,44.757768,POINT (-63.651915 44.757768)
Abbott Wealth Education,Business Services,EDP3,3554,Smith Cove,Digby,B0S 1S0,2021 - 2022,-63.154987,45.747612,POINT (-63.154987 45.747612)
Academic Edge Inc.,ICT (includes Digital Media),EDP3,9250,Windsor,Hants,B0N 2T0,2021 - 2022,-64.143083,44.991102,POINT (-64.143083 44.991102)
Academic Edge Inc.,ICT (includes Digital Media),EDP 1,6800,Windsor,Hants,B0N 2T0,2021 - 2022,-64.143083,44.991102,POINT (-64.143083 44.991102)
Academic Edge Inc.,ICT (includes Digital Media),EDP2,10144,Windsor,Hants,B0N 2T0,2021 - 2022,-64.143083,44.991102,POINT (-64.143083 44.991102)
Ace Machining Limited,Advanced Manufacturing,EDP3,30000,Dartmouth,Halifax Regional Municipality,B2Y 4W6,2021 - 2022,-63.53891,44.656145,POINT (-63.53891 44.656145)
Advanced Glazings Ltd.,Advanced Manufacturing,EDP2,16250,Sydney,Cape Breton,B1P 6R7,2021 - 2022,-60.212187,46.116055,POINT (-60.212187 46.116055)
Afishionado Fish Mongers Inc.,Fish & Seafood Processing,EDP2,9395,Bedford,Halifax Regional Municipality,B4A 2T3,2021 - 2022,-59.955865,46.175561,POINT (-59.955865 46.175561)
Airesun Global Limited,CleanTech,PIVP,25000,Glace Bay,Cape Breton,B1A3M6,2021 - 2022,-60.022864,46.211575,POINT (-60.022864 46.211575)
Airscoot Inc.,Transportation Equipment,EDP 1,7700,Halifax,Halifax Regional Municipality,B3R 1Y9,2021 - 2022,-63.588444,44.584943,POINT (-63.588444 44.584943)
Airscoot Inc.,Transportation Equipment,EDP2,5250,Halifax,Halifax Regional Municipality,B3R 1Y9,2021 - 2022,-63.588444,44.584943,POINT (-63.588444 44.584943)
Airscoot Inc.,Transportation Equipment,EDP 1,3209,Halifax,Halifax Regional Municipality,B3R 1Y9,2021 - 2022,-63.588444,44.584943,POINT (-63.588444 44.584943)
AKSO Marine Biotech Inc.,Life Sciences,EDP2,28320,Halifax,Halifax Regional Municipality,B3J 2G3,2021 - 2022,-63.9336552,44.5706903,POINT (-63.9336552 44.5706903)
AKSO Marine Biotech Inc.,Life Sciences,EDP2,6750,Halifax,Halifax Regional Municipality,B3J 2G3,2021 - 2022,-63.9336552,44.5706903,POINT (-63.9336552 44.5706903)
AKSO Marine Biotech Inc.,Life Sciences,EDP2,4000,Halifax,Halifax Regional Municipality,B3J 2G3,2021 - 2022,-63.9336552,44.5706903,POINT (-63.9336552 44.5706903)
AKSO Marine Biotech Inc.,Life Sciences,EDP2,13766,Halifax,Halifax Regional Municipality,B3J 2G3,2021 - 2022,-63.576648,44.646455,POINT (-63.576648 44.646455)
All EV Canada Inc.,Energy,EDP3,30000,Dartmouth,Halifax Regional Municipality,B3B 1R6,2021 - 2022,-63.591026,44.709067,POINT (-63.591026 44.709067)
Ambition Theory Inc.,Business Services,EDP3,6422,Halifax,Halifax Regional Municipality,B3L 2S7,2021 - 2022,-63.599693,44.645301,POINT (-63.599693 44.645301)
Ambition Theory Inc.,Business Services,EDP 1,5100,Halifax,Halifax Regional Municipality,B3L 2S7,2021 - 2022,-63.599693,44.645301,POINT (-63.599693 44.645301)
Ambition Theory Inc.,Business Services,EDP2,15750,Halifax,Halifax Regional Municipality,B3L 2S7,2021 - 2022,-63.599693,44.645301,POINT (-63.599693 44.645301)
Aqua Production Systems Incorporated,Advanced Manufacturing,EDP 1,4860,Union Centre,Pictou,B0K 2A0,2021 - 2022,-62.755085,45.530367,POINT (-62.755085 45.530367)
Aqua Production Systems Incorporated,Advanced Manufacturing,EDP3,5969,Union Centre,Pictou,B0K 2A0,2021 - 2022,-62.755085,45.530367,POINT (-62.755085 45.530367)
Aqua Production Systems Incorporated,Advanced Manufacturing,EDP 1,1291,Union Centre,Pictou,B0K 2A0,2021 - 2022,-62.755085,45.530367,POINT (-62.755085 45.530367)
Aqua Production Systems Incorporated,Advanced Manufacturing,EDP 1,3946,Union Centre,Pictou,B0K 2A0,2021 - 2022,-62.755085,45.530367,POINT (-62.755085 45.530367)
Aqua Production Systems Incorporated,Advanced Manufacturing,EDP 1,2850,Union Centre,Pictou,B0K 2A0,2021 - 2022,-62.755085,45.530367,POINT (-62.755085 45.530367)
Aqua Production Systems Incorporated,Advanced Manufacturing,EDP 1,2060,Union Centre,Pictou,B0K 2A0,2021 - 2022,-62.755085,45.530367,POINT (-62.755085 45.530367)
AquaMedia Inc.,Other,EDP2,2500,Bedford,Halifax Regional Municipality,B4A 3N3,2021 - 2022,-63.676207,44.729382,POINT (-63.676207 44.729382)
AquaMedia Inc.,Other,EDP2,6665,Bedford,Halifax Regional Municipality,B4A 3N3,2021 - 2022,-63.676207,44.729382,POINT (-63.676207 44.729382)
AquaMedia Inc.,Other,EDP2,12000,Bedford,Halifax Regional Municipality,B4A 3N3,2021 - 2022,-63.676207,44.729382,POINT (-63.676207 44.729382)
